ID,Sexo,Idade,CartaodeCredito,ChequeEspecial,Renda,LimiteCartaodeCredito,LimiteChequeEspecial,Devedor,SaldoDevedor
409,0,23,0,0,"2358,01","0,00","0,00","0,00","0,00"
410,0,28,1,0,"3105,06","4657,59","0,00","0,00","0,00"
411,0,30,1,0,"2680,33","4020,50","0,00","0,00","0,00"
412,1,32,1,1,"3058,80","4588,20","3058,80","0,00","0,00"
413,0,25,1,0,"2650,08","3975,12","0,00","0,00","0,00"
414,0,33,0,0,"2592,56","0,00","0,00","1,00","0,00"
415,0,31,0,0,"3501,59","0,00","0,00","0,00","0,00"
416,0,31,0,1,"2898,93","0,00","2898,93","0,00","0,00"
417,1,32,1,1,"2865,80","4298,71","2865,80","0,00","0,00"
418,0,29,0,0,"2948,60","0,00","0,00","0,00","0,00"
419,0,33,1,0,"4037,15","6055,72","0,00","0,00","0,00"
420,0,32,1,0,"2984,87","4477,30","0,00","0,00","0,00"
421,0,29,1,0,"2466,56","3699,84","0,00","0,00","0,00"
422,0,34,0,0,"3354,73","0,00","0,00","0,00","0,00"
423,0,31,1,0,"3462,77","5194,16","0,00","1,00","24524,72"
424,0,32,1,0,"3111,32","4666,99","0,00","0,00","0,00"
425,1,27,1,1,"2861,93","4292,89","2861,93","0,00","0,00"
426,0,36,1,0,"4016,38","6024,57","0,00","1,00","15034,75"
427,0,29,0,0,"2402,99","0,00","0,00","0,00","0,00"
428,0,33,0,0,"3498,02","0,00","0,00","1,00","0,00"
429,0,29,0,0,"2750,05","0,00","0,00","0,00","0,00"
430,1,28,0,1,"2783,31","0,00","2783,31","0,00","0,00"
431,1,33,0,1,"4040,85","0,00","4040,85","0,00","0,00"
432,0,23,1,0,"2358,02","3537,03","0,00","0,00","0,00"
433,0,31,0,0,"3351,34","0,00","0,00","0,00","0,00"
434,1,31,0,0,"2793,21","0,00","0,00","1,00","0,00"
435,0,19,0,0,"1981,73","0,00","0,00","0,00","0,00"
436,0,31,0,1,"3061,69","0,00","3061,69","0,00","0,00"
437,0,21,0,0,"2051,29","0,00","0,00","0,00","0,00"
438,0,32,1,0,"3378,54","5067,81","0,00","0,00","0,00"
439,0,28,0,1,"2378,80","0,00","2378,80","0,00","0,00"
440,0,27,1,0,"3075,44","4613,16","0,00","0,00","0,00"
441,0,29,0,0,"3561,96","0,00","0,00","0,00","0,00"
442,0,35,0,0,"3345,58","0,00","0,00","1,00","0,00"
443,1,27,0,1,"2840,08","0,00","2840,08","0,00","0,00"
444,0,32,1,1,"3857,24","5785,85","3857,24","0,00","0,00"
445,1,31,1,1,"2826,56","4239,84","2826,56","0,00","0,00"
446,1,25,0,1,"2511,78","0,00","2511,78","0,00","0,00"
447,1,23,1,1,"2830,99","4246,48","2830,99","0,00","0,00"
448,0,22,1,1,"1996,44","2994,66","1996,44","1,00","14119,81"
449,0,32,0,0,"3505,75","0,00","0,00","1,00","0,00"
450,0,29,0,0,"3037,32","0,00","0,00","0,00","0,00"
451,0,37,1,0,"3565,64","5348,46","0,00","1,00","17258,77"
452,0,32,1,0,"3315,79","4973,69","0,00","0,00","0,00"
453,0,33,1,0,"3190,38","4785,56","0,00","0,00","0,00"
454,0,35,0,0,"3766,13","0,00","0,00","0,00","0,00"
455,0,27,1,0,"2562,42","3843,62","0,00","1,00","6813,21"
456,1,32,1,1,"2637,71","3956,57","2637,71","0,00","0,00"
457,1,33,0,1,"3568,36","0,00","3568,36","0,00","0,00"
458,1,35,0,0,"3896,31","0,00","0,00","0,00","0,00"
459,0,33,0,1,"3336,81","0,00","3336,81","1,00","7003,17"
460,0,31,1,1,"2842,66","4263,99","2842,66","1,00","21450,08"
461,1,26,0,1,"2474,53","0,00","2474,53","1,00","4336,42"
462,0,32,1,0,"2778,50","4167,75","0,00","0,00","0,00"
463,0,32,0,0,"2756,04","0,00","0,00","1,00","0,00"
464,0,32,1,0,"3562,37","5343,55","0,00","1,00","18698,79"
465,0,31,0,1,"2461,86","0,00","2461,86","1,00","6878,59"
466,0,29,1,1,"3062,02","4593,03","3062,02","0,00","0,00"
467,0,29,0,0,"2788,59","0,00","0,00","1,00","0,00"
468,0,32,0,0,"2775,79","0,00","0,00","0,00","0,00"
469,0,30,1,0,"2930,25","4395,37","0,00","0,00","0,00"
470,1,26,1,1,"2550,85","3826,27","2550,85","1,00","15912,63"
471,0,28,0,0,"3136,64","0,00","0,00","0,00","0,00"
472,1,24,1,1,"2975,72","4463,58","2975,72","0,00","0,00"
473,0,26,0,0,"3073,96","0,00","0,00","1,00","0,00"
474,1,29,0,1,"3371,83","0,00","3371,83","0,00","0,00"
475,0,22,0,0,"2555,49","0,00","0,00","1,00","0,00"
476,0,23,0,0,"2513,61","0,00","0,00","0,00","0,00"
477,0,34,1,0,"3245,46","4868,20","0,00","1,00","16187,74"
478,0,27,0,0,"2746,22","0,00","0,00","1,00","0,00"
479,0,22,0,0,"1863,27","0,00","0,00","0,00","0,00"
480,1,29,0,1,"2674,43","0,00","2674,43","1,00","9479,06"
481,0,35,0,0,"3194,44","0,00","0,00","1,00","0,00"
482,1,32,1,1,"2851,15","4276,72","2851,15","0,00","0,00"
483,0,31,0,0,"3537,92","0,00","0,00","0,00","0,00"
484,0,34,1,0,"3570,02","5355,02","0,00","1,00","14025,67"
485,1,26,1,1,"2668,77","4003,16","2668,77","0,00","0,00"
486,0,32,1,0,"3196,38","4794,56","0,00","0,00","0,00"
487,0,27,0,0,"2966,20","0,00","0,00","1,00","0,00"
488,0,30,0,0,"3265,39","0,00","0,00","0,00","0,00"
489,0,38,1,1,"3456,15","5184,23","3456,15","0,00","0,00"
490,1,33,1,1,"2638,74","3958,11","2638,74","0,00","0,00"
491,1,33,1,0,"2911,10","4366,66","0,00","0,00","0,00"
492,0,25,0,0,"2376,28","0,00","0,00","0,00","0,00"
493,0,26,1,0,"2599,16","3898,74","0,00","0,00","0,00"
494,1,39,0,0,"4486,33","0,00","0,00","0,00","0,00"
495,0,25,0,0,"2658,69","0,00","0,00","1,00","0,00"
496,1,30,1,1,"3205,63","4808,45","3205,63","0,00","0,00"
497,0,33,0,0,"3567,46","0,00","0,00","0,00","0,00"
498,0,34,0,0,"3355,66","0,00","0,00","0,00","0,00"
499,0,34,0,0,"3034,81","0,00","0,00","0,00","0,00"
500,1,29,0,1,"2639,71","0,00","2639,71","0,00","0,00"
501,0,26,1,0,"2247,12","3370,68","0,00","1,00","10663,44"
502,0,28,0,1,"2438,04","0,00","2438,04","0,00","0,00"
503,0,26,0,1,"2205,53","0,00","2205,53","0,00","0,00"
504,0,32,0,0,"3474,94","0,00","0,00","0,00","0,00"
505,0,34,1,0,"2987,03","4480,55","0,00","1,00","13828,89"
506,0,38,0,1,"4035,24","0,00","4035,24","0,00","0,00"
507,0,31,1,1,"3827,07","5740,60","3827,07","1,00","28919,72"
508,0,26,0,0,"2548,51","0,00","0,00","0,00","0,00"
509,1,34,1,0,"3337,44","5006,16","0,00","0,00","0,00"
510,0,33,1,1,"3576,78","5365,18","3576,78","1,00","27478,40"
511,0,29,0,0,"2895,79","0,00","0,00","0,00","0,00"
512,0,23,0,0,"2124,32","0,00","0,00","1,00","0,00"
513,1,33,1,0,"2831,55","4247,33","0,00","0,00","0,00"
514,0,34,0,0,"3431,73","0,00","0,00","1,00","0,00"
515,1,28,1,1,"2680,40","4020,60","2680,40","0,00","0,00"
516,0,32,1,0,"3325,56","4988,34","0,00","0,00","0,00"
517,0,28,1,0,"2878,96","4318,45","0,00","1,00","13965,07"
518,1,32,0,1,"3615,37","0,00","3615,37","0,00","0,00"
519,0,29,0,0,"3074,06","0,00","0,00","1,00","0,00"
520,1,28,1,0,"3118,20","4677,29","0,00","0,00","0,00"
521,0,30,0,0,"3020,90","0,00","0,00","0,00","0,00"
522,0,28,1,0,"3028,46","4542,69","0,00","0,00","0,00"
523,0,27,0,0,"2633,23","0,00","0,00","0,00","0,00"
524,0,28,1,0,"2756,98","4135,47","0,00","1,00","15239,19"
525,0,29,0,0,"2921,66","0,00","0,00","1,00","0,00"
526,0,30,0,0,"2666,92","0,00","0,00","0,00","0,00"
527,1,36,1,1,"3165,99","4748,98","3165,99","0,00","0,00"
528,0,24,0,0,"2330,24","0,00","0,00","0,00","0,00"
529,1,29,1,1,"2493,52","3740,28","2493,52","0,00","0,00"
530,0,32,1,0,"3230,62","4845,93","0,00","0,00","0,00"
531,1,37,0,1,"3995,38","0,00","3995,38","0,00","0,00"
532,0,31,0,0,"2826,44","0,00","0,00","0,00","0,00"
533,0,29,1,0,"2915,08","4372,62","0,00","0,00","0,00"
534,1,28,1,0,"2368,52","3552,79","0,00","0,00","0,00"
535,0,31,1,0,"3389,81","5084,72","0,00","0,00","0,00"
536,1,33,1,1,"3182,13","4773,20","3182,13","0,00","0,00"
537,0,29,0,0,"3343,85","0,00","0,00","0,00","0,00"
538,1,30,0,1,"3012,54","0,00","3012,54","0,00","0,00"
539,0,30,0,0,"3557,96","0,00","0,00","0,00","0,00"
540,0,32,0,0,"3307,16","0,00","0,00","0,00","0,00"
541,1,34,1,1,"3335,51","5003,27","3335,51","1,00","21389,27"
542,0,31,1,1,"3413,74","5120,61","3413,74","0,00","0,00"
543,1,29,1,1,"3053,69","4580,53","3053,69","1,00","21817,53"
544,0,35,0,0,"3305,57","0,00","0,00","0,00","0,00"
545,1,30,1,1,"3210,68","4816,01","3210,68","0,00","0,00"
546,1,36,0,1,"3827,11","0,00","3827,11","1,00","13490,78"
547,0,29,1,0,"3008,15","4512,22","0,00","0,00","0,00"
548,1,32,0,1,"3085,93","0,00","3085,93","1,00","6804,12"
549,1,23,0,0,"2288,45","0,00","0,00","0,00","0,00"
550,0,29,0,0,"3154,87","0,00","0,00","1,00","0,00"
551,0,29,1,0,"3226,16","4839,24","0,00","1,00","17904,76"
552,0,26,1,0,"2677,45","4016,18","0,00","0,00","0,00"
553,0,25,0,0,"2298,28","0,00","0,00","1,00","0,00"
554,1,33,1,1,"3548,76","5323,14","3548,76","0,00","0,00"
555,0,33,0,0,"3349,46","0,00","0,00","1,00","0,00"
556,0,24,0,0,"2672,97","0,00","0,00","0,00","0,00"
557,0,31,0,0,"2603,56","0,00","0,00","0,00","0,00"
558,0,25,0,0,"2313,96","0,00","0,00","0,00","0,00"
559,0,25,0,0,"2633,16","0,00","0,00","0,00","0,00"
560,0,32,0,0,"2767,06","0,00","0,00","0,00","0,00"
561,0,27,0,0,"3442,15","0,00","0,00","1,00","0,00"
562,1,33,1,1,"3018,91","4528,36","3018,91","1,00","19113,50"
563,1,30,0,1,"3134,16","0,00","3134,16","0,00","0,00"
564,0,32,0,0,"2647,05","0,00","0,00","0,00","0,00"
565,0,27,0,0,"3295,36","0,00","0,00","0,00","0,00"
566,0,25,1,0,"2681,45","4022,18","0,00","0,00","0,00"
567,0,33,0,1,"3130,41","0,00","3130,41","0,00","0,00"
568,1,30,0,0,"3078,34","0,00","0,00","1,00","0,00"
569,0,29,1,0,"2693,96","4040,94","0,00","0,00","0,00"
570,1,30,0,1,"2484,17","0,00","2484,17","0,00","0,00"
571,0,35,0,0,"3118,69","0,00","0,00","1,00","0,00"
572,1,27,1,1,"2453,92","3680,88","2453,92","0,00","0,00"
573,0,27,1,0,"3008,16","4512,24","0,00","0,00","0,00"
574,0,27,1,1,"2825,88","4238,81","2825,88","0,00","0,00"
575,1,23,0,1,"2214,81","0,00","2214,81","0,00","0,00"
576,1,33,0,1,"3215,43","0,00","3215,43","0,00","0,00"
577,0,30,0,0,"3321,68","0,00","0,00","0,00","0,00"
578,0,30,0,0,"2698,74","0,00","0,00","0,00","0,00"
579,0,29,1,0,"3073,83","4610,74","0,00","0,00","0,00"
580,0,27,1,0,"2447,72","3671,58","0,00","0,00","0,00"
581,1,26,1,1,"2786,33","4179,49","2786,33","0,00","0,00"
582,1,33,1,0,"3714,79","5572,19","0,00","0,00","0,00"
583,1,24,0,1,"2295,03","0,00","2295,03","0,00","0,00"
584,0,31,1,0,"3241,62","4862,43","0,00","0,00","0,00"
585,1,26,1,1,"2026,56","3039,83","2026,56","1,00","13224,23"
586,0,31,0,0,"3200,39","0,00","0,00","0,00","0,00"
587,0,27,0,0,"2784,89","0,00","0,00","0,00","0,00"
588,0,27,1,0,"2814,92","4222,38","0,00","0,00","0,00"
589,1,37,0,1,"4150,04","0,00","4150,04","0,00","0,00"
590,0,32,0,0,"2894,86","0,00","0,00","0,00","0,00"
591,0,21,0,0,"2393,87","0,00","0,00","0,00","0,00"
592,0,30,1,1,"2711,80","4067,70","2711,80","0,00","0,00"
593,1,28,1,1,"2342,21","3513,31","2342,21","0,00","0,00"
594,0,25,0,0,"3051,48","0,00","0,00","0,00","0,00"
595,0,30,1,1,"3244,93","4867,40","3244,93","0,00","0,00"
596,1,30,0,1,"3229,04","0,00","3229,04","1,00","6356,18"
597,0,28,0,0,"2976,74","0,00","0,00","1,00","0,00"
598,0,37,1,0,"3622,78","5434,17","0,00","0,00","0,00"
599,1,21,1,0,"2311,82","3467,73","0,00","0,00","0,00"
600,0,33,1,0,"3773,87","5660,80","0,00","0,00","0,00"
601,0,28,0,0,"2362,73","0,00","0,00","0,00","0,00"
602,0,32,1,1,"2834,23","4251,35","2834,23","0,00","0,00"
603,0,28,0,1,"2597,67","0,00","2597,67","1,00","8350,02"
604,0,27,0,0,"2841,97","0,00","0,00","1,00","0,00"
605,0,23,1,0,"1760,85","2641,27","0,00","0,00","0,00"
606,1,29,0,1,"2854,35","0,00","2854,35","0,00","0,00"
607,0,39,0,0,"3334,17","0,00","0,00","0,00","0,00"
608,1,33,1,0,"3186,09","4779,13","0,00","1,00","15684,75"
609,0,36,1,0,"3021,48","4532,23","0,00","0,00","0,00"
610,0,33,0,1,"3686,25","0,00","3686,25","0,00","0,00"
611,0,34,0,0,"3306,15","0,00","0,00","0,00","0,00"
612,0,33,1,0,"3235,75","4853,62","0,00","0,00","0,00"
613,0,31,0,1,"3562,55","0,00","3562,55","0,00","0,00"
614,1,27,1,1,"2466,50","3699,75","2466,50","0,00","0,00"
615,0,27,0,0,"2282,43","0,00","0,00","1,00","0,00"
616,1,23,1,1,"2157,55","3236,32","2157,55","1,00","7746,43"
617,1,29,0,1,"2710,71","0,00","2710,71","0,00","0,00"
618,1,33,0,0,"3415,62","0,00","0,00","1,00","0,00"
619,1,34,0,1,"3292,63","0,00","3292,63","0,00","0,00"
620,0,30,0,0,"2576,64","0,00","0,00","1,00","0,00"
621,1,27,1,1,"2650,33","3975,49","2650,33","1,00","23036,06"
622,1,43,1,1,"4556,52","6834,77","4556,52","0,00","0,00"
623,1,32,1,1,"2770,11","4155,16","2770,11","1,00","22148,06"
624,0,35,1,0,"3850,34","5775,51","0,00","0,00","0,00"
625,0,28,1,0,"2998,11","4497,16","0,00","1,00","12382,24"
626,0,29,0,0,"3335,14","0,00","0,00","0,00","0,00"
627,0,31,1,1,"2998,36","4497,55","2998,36","0,00","0,00"
628,1,36,1,0,"3752,14","5628,21","0,00","0,00","0,00"
629,0,28,0,0,"2555,51","0,00","0,00","0,00","0,00"
630,0,33,0,0,"3215,32","0,00","0,00","0,00","0,00"
631,1,21,0,1,"1878,69","0,00","1878,69","1,00","4002,19"
632,1,27,0,1,"2990,38","0,00","2990,38","0,00","0,00"
633,0,24,0,0,"2052,42","0,00","0,00","0,00","0,00"
634,1,34,0,1,"3608,99","0,00","3608,99","0,00","0,00"
635,0,29,0,0,"2701,74","0,00","0,00","0,00","0,00"
636,0,28,0,1,"2506,58","0,00","2506,58","0,00","0,00"
637,1,35,0,1,"4011,32","0,00","4011,32","0,00","0,00"
638,1,34,0,0,"3436,37","0,00","0,00","1,00","0,00"
639,1,26,1,1,"2686,66","4029,99","2686,66","1,00","24279,19"
640,0,31,1,0,"3160,30","4740,45","0,00","0,00","0,00"
641,0,25,0,0,"2663,14","0,00","0,00","1,00","0,00"
642,1,28,0,1,"3212,98","0,00","3212,98","0,00","0,00"
643,1,36,1,1,"3622,33","5433,49","3622,33","1,00","35264,50"
644,0,35,1,0,"3927,32","5890,98","0,00","0,00","0,00"
645,0,34,1,0,"2601,89","3902,83","0,00","0,00","0,00"
646,0,27,0,0,"2870,13","0,00","0,00","0,00","0,00"
647,1,22,0,1,"2293,03","0,00","2293,03","0,00","0,00"
648,0,25,0,0,"2545,22","0,00","0,00","0,00","0,00"
649,0,33,0,0,"3341,94","0,00","0,00","0,00","0,00"
650,0,28,0,0,"2671,86","0,00","0,00","1,00","0,00"
651,1,21,0,1,"1969,15","0,00","1969,15","0,00","0,00"
652,1,29,0,0,"3217,74","0,00","0,00","1,00","0,00"
653,0,35,1,0,"3434,67","5152,01","0,00","0,00","0,00"
654,0,32,0,0,"3578,07","0,00","0,00","0,00","0,00"
655,1,26,1,1,"2499,40","3749,09","2499,40","0,00","0,00"
656,1,23,1,1,"2066,90","3100,35","2066,90","0,00","0,00"
657,1,26,1,1,"2976,11","4464,16","2976,11","0,00","0,00"
658,0,30,0,0,"2970,45","0,00","0,00","1,00","0,00"
659,0,33,0,1,"3701,70","0,00","3701,70","1,00","10211,28"
660,0,22,1,0,"1928,96","2893,44","0,00","0,00","0,00"
661,1,34,1,1,"3521,69","5282,54","3521,69","0,00","0,00"
662,1,30,1,1,"2905,29","4357,93","2905,29","0,00","0,00"
663,0,32,1,0,"3825,30","5737,94","0,00","0,00","0,00"
664,1,23,0,1,"2600,77","0,00","2600,77","0,00","0,00"
665,0,27,1,0,"2851,28","4276,92","0,00","0,00","0,00"
666,0,28,1,1,"2658,06","3987,10","2658,06","1,00","18544,32"
667,1,34,1,0,"3734,39","5601,59","0,00","0,00","0,00"
668,0,34,1,1,"3645,38","5468,07","3645,38","1,00","21982,50"
669,0,31,0,0,"2651,51","0,00","0,00","1,00","0,00"
670,0,36,0,0,"4027,67","0,00","0,00","0,00","0,00"
671,0,27,0,0,"2931,39","0,00","0,00","0,00","0,00"
672,0,34,0,0,"3336,23","0,00","0,00","1,00","0,00"
673,0,29,1,1,"3570,47","5355,71","3570,47","0,00","0,00"
674,0,27,1,1,"2957,27","4435,90","2957,27","0,00","0,00"
675,0,33,1,0,"3130,40","4695,60","0,00","0,00","0,00"
676,0,35,1,0,"3825,90","5738,85","0,00","0,00","0,00"
677,1,33,1,0,"3435,07","5152,60","0,00","0,00","0,00"
678,0,27,0,1,"2652,76","0,00","2652,76","0,00","0,00"
679,0,28,1,0,"1886,60","2829,90","0,00","0,00","0,00"
680,0,35,0,0,"3348,94","0,00","0,00","0,00","0,00"
681,1,31,1,1,"3107,53","4661,29","3107,53","0,00","0,00"
682,1,33,1,1,"3538,72","5308,08","3538,72","0,00","0,00"
683,1,28,1,1,"2898,74","4348,11","2898,74","0,00","0,00"
684,1,35,1,0,"3579,36","5369,04","0,00","0,00","0,00"
685,1,26,0,1,"2993,43","0,00","2993,43","0,00","0,00"
686,0,32,0,0,"3183,07","0,00","0,00","0,00","0,00"
687,0,26,0,0,"2325,52","0,00","0,00","0,00","0,00"
688,0,20,0,0,"1899,29","0,00","0,00","0,00","0,00"
689,0,24,0,0,"2355,78","0,00","0,00","0,00","0,00"
690,0,30,0,0,"2827,59","0,00","0,00","0,00","0,00"
691,0,33,0,0,"2684,68","0,00","0,00","0,00","0,00"
692,0,22,0,0,"2331,00","0,00","0,00","0,00","0,00"
693,0,24,1,0,"2589,97","3884,95","0,00","1,00","13862,56"
694,0,37,0,0,"3427,62","0,00","0,00","0,00","0,00"
695,0,28,0,0,"2922,14","0,00","0,00","0,00","0,00"
696,0,32,1,0,"3098,98","4648,48","0,00","0,00","0,00"
697,0,27,1,1,"2620,25","3930,37","2620,25","0,00","0,00"
698,0,28,0,0,"2969,15","0,00","0,00","1,00","0,00"
699,0,30,0,0,"3125,43","0,00","0,00","0,00","0,00"
700,0,30,1,0,"2824,91","4237,36","0,00","0,00","0,00"
701,1,29,1,1,"2687,75","4031,63","2687,75","1,00","17161,63"
702,0,28,0,0,"2952,13","0,00","0,00","0,00","0,00"
703,0,17,1,0,"1530,16","2295,24","0,00","1,00","4256,08"
704,1,37,1,1,"3439,41","5159,12","3439,41","0,00","0,00"
705,0,37,0,0,"4211,75","0,00","0,00","0,00","0,00"
706,0,25,1,0,"2540,08","3810,11","0,00","0,00","0,00"
707,0,29,0,0,"2771,30","0,00","0,00","0,00","0,00"
708,0,35,0,0,"3087,74","0,00","0,00","0,00","0,00"
709,0,33,0,0,"3536,71","0,00","0,00","0,00","0,00"
710,0,35,0,0,"3306,17","0,00","0,00","0,00","0,00"
711,0,25,1,0,"2524,22","3786,33","0,00","1,00","13216,11"
712,0,40,1,1,"4476,05","6714,07","4476,05","0,00","0,00"
713,0,25,0,1,"2445,12","0,00","2445,12","0,00","0,00"
714,1,33,0,1,"3640,28","0,00","3640,28","0,00","0,00"
715,0,30,0,0,"2656,17","0,00","0,00","0,00","0,00"
716,0,28,0,0,"2306,39","0,00","0,00","0,00","0,00"
717,0,28,0,0,"2891,63","0,00","0,00","0,00","0,00"
718,0,26,1,0,"2909,50","4364,25","0,00","0,00","0,00"
719,1,36,0,1,"3410,51","0,00","3410,51","0,00","0,00"
720,0,30,0,0,"2923,46","0,00","0,00","0,00","0,00"
721,0,31,0,1,"3387,09","0,00","3387,09","0,00","0,00"
722,1,30,1,1,"2863,62","4295,43","2863,62","0,00","0,00"
723,1,28,0,1,"2486,34","0,00","2486,34","1,00","9711,20"
724,1,25,1,1,"2293,56","3440,34","2293,56","0,00","0,00"
725,0,31,1,1,"3046,37","4569,56","3046,37","0,00","0,00"
726,1,21,1,0,"1774,75","2662,12","0,00","0,00","0,00"
727,1,24,1,0,"2594,10","3891,15","0,00","0,00","0,00"
728,0,25,0,0,"2643,50","0,00","0,00","0,00","0,00"
729,1,25,1,0,"2710,66","4065,99","0,00","0,00","0,00"
730,0,30,0,1,"3463,66","0,00","3463,66","1,00","8769,03"
731,0,36,0,0,"3955,49","0,00","0,00","1,00","0,00"
732,1,23,1,1,"2633,04","3949,56","2633,04","0,00","0,00"
733,0,31,0,0,"2991,42","0,00","0,00","0,00","0,00"
734,1,33,1,0,"3682,95","5524,43","0,00","1,00","18521,05"
735,0,26,1,0,"2248,97","3373,46","0,00","0,00","0,00"
736,0,29,1,0,"3077,91","4616,87","0,00","0,00","0,00"
737,1,33,0,1,"3847,12","0,00","3847,12","1,00","5981,63"
738,1,28,1,0,"3376,08","5064,12","0,00","0,00","0,00"
739,0,29,0,0,"2984,38","0,00","0,00","0,00","0,00"
740,0,31,0,0,"3337,00","0,00","0,00","0,00","0,00"
741,1,29,0,1,"2587,20","0,00","2587,20","0,00","0,00"
742,0,27,0,0,"2285,88","0,00","0,00","1,00","0,00"
743,0,29,0,1,"2896,42","0,00","2896,42","1,00","9205,85"
744,0,37,0,1,"3808,37","0,00","3808,37","0,00","0,00"
745,0,33,1,0,"3256,29","4884,44","0,00","0,00","0,00"
746,0,26,0,0,"2391,38","0,00","0,00","0,00","0,00"
747,1,25,0,1,"2194,45","0,00","2194,45","1,00","6991,27"
748,0,28,0,0,"3063,55","0,00","0,00","0,00","0,00"
749,0,35,1,0,"3852,09","5778,14","0,00","0,00","0,00"
750,1,31,0,0,"3050,67","0,00","0,00","0,00","0,00"
751,0,27,0,0,"3153,90","0,00","0,00","0,00","0,00"
752,0,33,1,0,"3305,06","4957,58","0,00","0,00","0,00"
753,0,29,1,0,"3183,36","4775,05","0,00","0,00","0,00"
754,0,25,0,0,"2332,15","0,00","0,00","1,00","0,00"
755,0,31,0,0,"3287,79","0,00","0,00","0,00","0,00"
756,0,36,1,1,"3837,65","5756,48","3837,65","1,00","41050,27"
757,0,31,1,0,"3189,80","4784,70","0,00","0,00","0,00"
758,1,30,1,1,"3327,29","4990,93","3327,29","0,00","0,00"
759,0,27,1,1,"2663,98","3995,97","2663,98","1,00","21788,80"
760,0,32,0,0,"2558,05","0,00","0,00","1,00","0,00"
761,0,25,0,1,"2415,82","0,00","2415,82","0,00","0,00"
762,0,23,1,0,"2474,63","3711,95","0,00","0,00","0,00"
763,0,29,0,0,"2356,51","0,00","0,00","1,00","0,00"
764,0,29,0,1,"2402,62","0,00","2402,62","1,00","6371,70"
765,0,39,0,0,"3908,89","0,00","0,00","0,00","0,00"
766,0,25,0,0,"2530,15","0,00","0,00","0,00","0,00"
767,0,30,0,1,"3365,72","0,00","3365,72","1,00","10894,32"
768,0,33,1,0,"3279,72","4919,58","0,00","0,00","0,00"
769,0,34,1,0,"3572,71","5359,06","0,00","0,00","0,00"
770,0,29,0,0,"2979,25","0,00","0,00","1,00","0,00"
771,1,27,1,0,"2901,01","4351,52","0,00","0,00","0,00"
772,1,29,1,1,"3165,68","4748,53","3165,68","0,00","0,00"
773,0,37,0,0,"3206,53","0,00","0,00","0,00","0,00"
774,1,31,1,1,"2888,12","4332,17","2888,12","0,00","0,00"
775,0,21,1,0,"2292,92","3439,38","0,00","0,00","0,00"
776,0,35,0,0,"2741,55","0,00","0,00","1,00","0,00"
777,0,32,1,0,"2377,96","3566,94","0,00","0,00","0,00"
778,0,29,0,0,"2939,50","0,00","0,00","0,00","0,00"
779,0,29,0,1,"2909,73","0,00","2909,73","0,00","0,00"
780,1,29,0,1,"2799,25","0,00","2799,25","0,00","0,00"
781,0,31,0,0,"3362,97","0,00","0,00","0,00","0,00"
782,1,27,1,0,"3021,91","4532,87","0,00","0,00","0,00"
783,0,31,0,0,"3408,00","0,00","0,00","0,00","0,00"
784,0,26,1,0,"2554,08","3831,12","0,00","0,00","0,00"
785,1,30,1,0,"2991,86","4487,80","0,00","0,00","0,00"
786,0,34,0,0,"3503,69","0,00","0,00","0,00","0,00"
787,0,32,0,0,"2519,61","0,00","0,00","0,00","0,00"
788,0,34,0,1,"3058,58","0,00","3058,58","0,00","0,00"
789,0,25,0,0,"2699,22","0,00","0,00","0,00","0,00"
790,1,30,0,1,"3074,14","0,00","3074,14","0,00","0,00"
791,1,32,1,1,"2783,14","4174,72","2783,14","1,00","21745,39"
792,0,25,0,0,"2822,24","0,00","0,00","0,00","0,00"
793,0,36,1,0,"3776,32","5664,48","0,00","0,00","0,00"
794,0,25,0,0,"2349,41","0,00","0,00","0,00","0,00"
795,1,30,1,1,"3003,39","4505,08","3003,39","0,00","0,00"
796,0,30,0,0,"3020,05","0,00","0,00","1,00","0,00"
797,0,30,0,0,"2910,64","0,00","0,00","1,00","0,00"
798,0,29,0,0,"2846,98","0,00","0,00","0,00","0,00"
799,0,31,0,1,"3054,03","0,00","3054,03","1,00","10033,34"
800,0,25,0,0,"2665,02","0,00","0,00","0,00","0,00"
801,0,24,1,0,"2639,92","3959,88","0,00","0,00","0,00"
802,0,27,1,0,"2849,07","4273,60","0,00","0,00","0,00"
803,0,29,1,0,"3406,31","5109,46","0,00","1,00","21799,88"
804,0,35,0,0,"3717,17","0,00","0,00","0,00","0,00"
805,0,36,0,0,"3716,14","0,00","0,00","0,00","0,00"
806,1,31,0,1,"3360,54","0,00","3360,54","1,00","11113,04"
807,0,31,0,0,"3057,93","0,00","0,00","0,00","0,00"
808,0,29,0,0,"3112,37","0,00","0,00","1,00","0,00"
809,1,30,1,0,"3601,55","5402,33","0,00","0,00","0,00"
810,0,24,0,0,"2350,06","0,00","0,00","0,00","0,00"
811,0,31,0,1,"3420,68","0,00","3420,68","1,00","12785,86"
812,0,27,0,0,"2706,71","0,00","0,00","1,00","0,00"
813,0,31,0,0,"2868,15","0,00","0,00","0,00","0,00"
814,1,28,1,0,"3117,43","4676,15","0,00","1,00","12912,20"
815,1,27,0,0,"2823,97","0,00","0,00","0,00","0,00"
816,0,29,0,0,"2808,12","0,00","0,00","0,00","0,00"
817,0,28,0,1,"3293,25","0,00","3293,25","1,00","11485,58"
818,0,34,0,0,"2768,76","0,00","0,00","0,00","0,00"
